,lon,lat,n_mb_years,tstar,bias
RGI60-02.18005,-120.89636,48.17176,14,1961,-3.590383850075625
RGI60-02.18077,-121.0938,48.57262,24,1968,-1.2728018700842085
RGI60-02.18415,-121.34847,47.96242,35,1972,22.676237095466263
RGI60-02.18487,-121.17219,47.56637,35,1952,-5.49124145364982
RGI60-02.18774,-121.76816,48.81383,29,1977,-21.02960272844382
RGI60-02.18778,-121.05735,48.35698,62,1961,192.90065643252296
RGI60-02.18792,-121.68056,45.38097,15,1989,1.488551096917604
RGI60-03.00691,-99.1904,79.982,58,1917,142.60124973456897
RGI60-03.00840,-90.966,79.442,34,1982,120.80498244682383
RGI60-03.01427,-79.1438,75.8872,6,1917,353.181523408151
RGI60-03.01623,-64.1739,81.9561,7,1994,1.321046448847369
RGI60-03.04539,-90.87697,79.5146,55,1987,133.81211576805276
RGI60-03.04552,-114.965,75.4291,55,1964,260.63657336120923
RGI60-04.03082,-69.8037,69.6303,5,1991,36.90119049593875
RGI60-04.06187,-73.0575,70.0214,10,1991,124.45775136135356
RGI60-05.00115,-52.1262,65.6,5,1972,18.729391389260854
RGI60-05.00446,-50.3208,66.1325,9,1985,104.75716687623978
RGI60-05.05149,-45.3055,61.4421,5,1982,329.9919123437335
RGI60-05.07217,-51.3598,64.162,6,2003,1065.7548412671656
RGI60-05.11186,-37.8032,65.6957,22,1977,15.971710907495549
RGI60-05.20030,-20.8288,74.3778,10,1969,107.77347335119867
RGI60-06.00234,-18.6422,64.7989,29,1978,268.8407218033823
RGI60-06.00236,-19.0241,64.757,28,1978,407.4350363125392
RGI60-06.00238,-18.9072,64.9014,30,1978,267.36582566525783
RGI60-06.00310,-20.0311,64.6423,22,1982,887.4119205398235
RGI60-06.00377,-16.2675,64.5867,26,1978,-0.30367448618312665
RGI60-06.00424,-17.7174,64.5628,25,1978,57.82154602016931
RGI60-06.00443,-17.927,64.3475,27,1982,810.2478870376026
RGI60-06.00472,-15.6083,64.6284,27,1984,290.4004280197065
RGI60-06.00477,-17.0539,64.6745,21,1967,-0.34642664372257315
RGI60-06.00483,-16.4767,64.2666,7,1984,639.2485290523905
RGI60-06.00513,-14.9002,64.7077,6,1985,-7.946615677937501
RGI60-07.00231,15.2378,77.461,18,1917,441.64788543518
RGI60-07.00246,15.394,77.0799,9,1917,459.31602198490555
RGI60-07.00382,18.8089,78.086,6,1917,336.4478143722453
RGI60-07.00490,12.1249,78.6651,16,1917,108.2516570873131
RGI60-07.00492,12.0692,78.6774,23,1955,74.30292958644077
RGI60-07.00493,12.0311,78.8779,51,1955,56.895546410762165
RGI60-07.00496,12.1614,78.871,11,1986,-8.131273302082207
RGI60-07.00504,11.8309,78.8876,52,1955,165.6838548325046
RGI60-07.00593,16.258,78.6982,11,1917,741.4998214265428
RGI60-07.01060,13.9535,78.0409,16,1917,617.8638372771773
RGI60-07.01107,15.4657,78.1728,6,1917,555.7146926199836
RGI60-07.01132,15.6267,78.1281,12,1917,471.9175006121956
RGI60-07.01464,13.3845,78.9916,9,1996,-8.52991201579897
RGI60-07.01481,13.1481,78.7872,32,1998,-5.6853151224268
RGI60-08.00006,18.055,68.083,30,1917,432.8947956726986
RGI60-08.00146,17.655,67.172,6,1917,536.346787064433
RGI60-08.00188,18.496,67.91,35,1917,366.5552415665739
RGI60-08.00199,18.686,68.081,28,1917,195.310607759238
RGI60-08.00210,18.648,67.934,20,1918,39.61051042093541
RGI60-08.00213,18.569,67.903,73,1917,91.65974510411979
RGI60-08.00259,18.325,68.36,11,1998,4.383448892974798
RGI60-08.00287,13.994,66.685,10,1917,8.268620880607727
RGI60-08.00295,13.633,66.454,7,1986,595.849713389601
RGI60-08.00312,8.132,61.573,70,1917,-9.204972450364778
RGI60-08.00434,6.998,61.646,7,1975,-1.327556623549043
RGI60-08.00449,8.441,61.556,57,1917,4.076038996644286
RGI60-08.00987,8.6,61.657,57,1978,-2.2298241044869656
RGI60-08.01013,8.491,61.553,5,1917,-27.576117198322322
RGI60-08.01099,6.801,61.531,11,2004,-2.7076664703666324
RGI60-08.01126,7.099,61.715,57,1938,3.8289198828709488
RGI60-08.01186,7.278,61.833,6,1917,40.06847486473333
RGI60-08.01217,7.668,61.681,5,1917,68.40162536261926
RGI60-08.01258,21.737,70.13,27,1983,844.8401097389035
RGI60-08.01286,7.335,61.826,30,1986,16.153823656160284
RGI60-08.01484,14.437,66.716,11,1986,464.94957262462134
RGI60-08.01598,13.761,66.557,13,1992,-12.515655280836029
RGI60-08.01657,13.853,66.657,49,1997,-5.597391036200461
RGI60-08.01764,7.486,60.639,5,1917,623.8584992541109
RGI60-08.01779,7.405,60.537,56,1992,4.323757800012501
RGI60-08.02017,6.542,61.416,5,1928,1.0898452659556028
RGI60-08.02384,16.043,67.291,10,1986,372.4813811357857
RGI60-08.02436,17.852,68.34,6,1917,289.6820283453163
RGI60-08.02458,17.917,68.217,10,1978,4.934565569263583
RGI60-08.02643,6.427,60.067,5,1991,-6.275025214524248
RGI60-08.02650,5.672,61.746,32,1988,8.247823679276735
RGI60-08.02666,5.644,61.747,55,1935,2.9409784236571994
RGI60-08.02916,6.322,60.028,5,1922,1.8473340509015514
RGI60-08.02920,6.269,59.989,7,1948,-244.7583747157945
RGI60-08.02962,6.38,60.067,17,1917,208.59789059613286
RGI60-08.02963,6.408,60.078,18,1917,117.25091378367563
RGI60-08.02966,6.438,60.086,6,1917,589.8560398700396
RGI60-08.03416,14.296,66.006,11,1984,0.22048711834924006
RGI60-10.01107,86.710266113,49.823951721,5,1999,0.7500788662671312
RGI60-10.01121,86.703071594,49.813026428,5,2003,2.2285280689127376
RGI60-10.01708,87.780303955,50.047698975,36,1983,-2.6033072467861302
RGI60-10.01732,87.745521545,50.049674988,51,1968,-0.7062824737548965
RGI60-10.01735,87.697410583,50.061340332,11,1919,0.21115861649124668
RGI60-10.01737,87.690246582,50.080078125,36,1978,0.8685837449523319
RGI60-10.03264,140.865356445,62.588794708,13,1953,207.15477753906836
RGI60-10.03941,158.180389404,52.46206665,5,1983,-4.2537114629672885
RGI60-10.03944,158.157409668,52.452796936,5,1985,-10.375540922981429
RGI60-10.04358,161.802352905,54.830718994,16,1963,-0.159920601339536
RGI60-10.05085,65.780105591,67.636535645,24,1964,157.2011548819302
RGI60-10.05087,66.000305176,67.578933716,24,1972,188.43095103556047
RGI60-11.00002,13.6135,47.4845,12,1992,-31.00200722689442
RGI60-11.00012,13.0581,47.4242,10,1967,-4.9120506579429275
RGI60-11.00073,12.5956,47.1403,17,1967,10.252327579940584
RGI60-11.00080,12.5964,47.1316,66,1943,4.901225163338893
RGI60-11.00106,12.6967,47.0991,32,1948,7.968246124551115
RGI60-11.00116,12.3309,47.1177,5,1991,10.93952426728788
RGI60-11.00190,12.3784,47.0851,12,1995,0.10849337400577497
RGI60-11.00251,12.9472,47.053,20,1999,-4.043647316274132
RGI60-11.00289,12.9702,47.0421,30,1987,2.7833718005235824
RGI60-11.00300,13.0049,47.0385,35,1982,-32.9868126949566
RGI60-11.00603,11.2247,46.9656,22,1987,-16.423108969287796
RGI60-11.00619,11.1528,46.9566,16,1996,24.060129805101496
RGI60-11.00638,9.38896,46.9603,12,1994,73.07669102780505
RGI60-11.00647,12.0965,46.9069,10,1995,-15.805344539054886
RGI60-11.00719,10.818,46.8762,54,1989,97.61554341599293
RGI60-11.00781,10.1603,46.8577,30,1987,-33.12881930635399
RGI60-11.00787,10.7907,46.8424,66,1989,40.873259693248116
RGI60-11.00797,10.1054,46.8515,9,1987,-34.45497647534171
RGI60-11.00804,10.0766,46.8524,100,1978,-0.428407350446264
RGI60-11.00807,10.1309,46.8529,9,1980,12.710619855835944
RGI60-11.00843,8.89117,46.8442,104,1935,-0.6963282257688377
RGI60-11.00892,8.98871,46.833,42,1964,0.08295527854221518
RGI60-11.00897,10.7584,46.8003,66,1972,-2.8747596550181242
RGI60-11.00918,8.97739,46.8133,38,1967,-1.0032914222876173
RGI60-11.00929,11.0191,46.7817,8,1927,-40.5879917520615
RGI60-11.00957,10.8054,46.7801,5,1990,4.654048731806824
RGI60-11.01238,8.3965,46.6236,20,1935,4.024128103820999
RGI60-11.01367,8.60104,46.5988,7,2003,11.785359473848303
RGI60-11.01376,8.61109,46.5967,6,2003,38.01030227416743
RGI60-11.01450,8.01919,46.5028,60,1927,2.104561973790794
RGI60-11.01662,9.36354,46.5056,9,1996,20.94050983775014
RGI60-11.01704,10.771,46.4838,31,1988,71.16255345747743
RGI60-11.01776,10.6115,46.4674,14,1990,0.3321765719135783
RGI60-11.01834,10.7085,46.4512,52,1964,2.793539436360561
RGI60-11.01863,10.6286,46.4337,15,1994,-22.6066098834724
RGI60-11.01876,8.33019,46.4383,57,1978,-12.020725201467371
RGI60-11.01930,10.1119,46.4296,9,1994,52.603075225306156
RGI60-11.01962,9.8243,46.419,5,2003,-22.1274239094123
RGI60-11.01987,8.4812,46.416,27,1996,69.5088520901761
RGI60-11.02024,9.82369,46.4083,6,2004,-509.6711238793665
RGI60-11.02072,7.51198,46.3839,9,1991,8.264853396280387
RGI60-11.02214,10.5127,46.348,14,1960,-3.2592693960522183
RGI60-11.02245,9.70108,46.3085,6,1925,476.6725613401924
RGI60-11.02249,7.22536,46.3202,9,1990,3.4200592956501623
RGI60-11.02285,9.64185,46.2987,6,1925,318.6759510572682
RGI60-11.02648,9.98941,46.0754,9,1991,-13.316789489755706
RGI60-11.02671,7.9245,46.0649,40,1930,18.812235666982815
RGI60-11.02679,7.9131,46.055,63,1988,50.11855564135436
RGI60-11.02704,7.90949,46.0336,63,1989,-2.002196543499764
RGI60-11.02746,7.92806,46.0081,63,1988,91.13436275611599
RGI60-11.02764,7.87661,46.0124,13,2004,-197.33093695566117
RGI60-11.02766,7.29108,45.9647,22,1993,-57.90757252169874
RGI60-11.02773,7.87051,45.9936,14,2002,-35.41586612321112
RGI60-11.02774,7.38888,45.9921,52,1988,15.236651954205286
RGI60-11.03084,7.27894,45.5592,15,1999,25.722818343208246
RGI60-11.03135,7.38984,45.5181,26,1988,-5.283119091502385
RGI60-11.03166,7.2204,45.4757,13,1998,8.470311383998933
RGI60-11.03209,0.639342666,42.648979187,27,1991,-71.7484793870766
RGI60-11.03232,-0.141221896,42.771190643,16,1987,10.360379299815577
RGI60-11.03241,13.56671,42.47054,21,1993,24.800326209138348
RGI60-11.03246,10.982920789,47.415938932,6,1926,-0.20306077853015836
RGI60-11.03638,6.985,45.951,42,1925,4.837675452131634
RGI60-11.03643,6.934,45.883,8,1971,-0.5617342133473358
RGI60-11.03671,6.629,45.295,23,1993,78.60387587029015
RGI60-11.03674,6.159,45.16,61,1961,39.24482922674599
RGI60-11.03756,6.130521774,45.116443634,71,1931,13.375775369694338
RGI60-12.00161,42.4674,43.3121,35,1948,-3.7792765264346713
RGI60-12.00335,42.7749,43.2009,7,1998,-0.6691950138752674
RGI60-12.00632,42.7668,43.2143,7,1978,265.63737761169466
RGI60-12.00960,41.4156,43.3638,16,1955,358.58646878383297
RGI60-12.01132,42.7612,43.1944,51,1978,37.107352892694394
RGI60-12.01198,43.0522,43.0776,5,2003,24.073902423416257
RGI60-12.01252,43.084,43.0332,15,1967,350.3272246615899
RGI60-12.01297,41.8439,43.2251,6,1964,-0.2089149174868581
RGI60-12.01302,43.8232,42.7537,11,1976,-0.21973163701915155
RGI60-13.05496,80.238317299,45.095799218,13,1961,950.0972329940139
RGI60-13.05504,80.228503062,45.082519212,24,1961,455.6099047267411
RGI60-13.06361,78.272803308,42.140309987,48,1917,411.7762300753183
RGI60-13.06828,77.681682984,41.876732163,5,1917,248.377865511368
RGI60-13.06974,77.749273443,41.786813441,13,1943,337.31159219585334
RGI60-13.07064,78.163760075,41.793219402,8,1943,206.10661080578063
RGI60-13.08055,78.181348805,41.826979308,10,1943,409.18269002613755
RGI60-13.08531,77.102104419,43.062361311,15,1949,138.3904935011214
RGI60-13.08533,77.07974015,43.024608168,15,2004,6.186453440819591
RGI60-13.08534,77.107482796,43.075781419,32,1949,190.93112109390108
RGI60-13.08615,77.109750374,43.021278229,15,1949,85.11406043714436
RGI60-13.08624,77.080587306,43.043653004,62,1949,234.58723283302254
RGI60-13.08781,77.064330256,43.057823598,34,1949,342.8225603092149
RGI60-13.08782,77.09641025,43.050292445,34,1949,228.9011258364684
RGI60-13.08783,77.073632056,43.051831778,15,1943,280.4826820090639
RGI60-13.08814,77.051405111,43.071075201,15,1949,329.47003151566395
RGI60-13.11609,74.497660363,42.454479253,34,1957,150.78168706544363
RGI60-13.18096,71.569862366,39.609699249,38,1957,228.3800259407082
RGI60-13.24556,92.135,33.171,22,1921,2.11527284327056
RGI60-13.28839,90.447,30.193,5,1917,112.44951686797333
RGI60-13.32330,97.755,39.237,15,1919,90.53863968199434
RGI60-13.33648,94.184,35.669,12,1918,-1.6778295883941325
RGI60-13.41896,75.072,38.23,5,1926,-332.99965300761016
RGI60-13.45334,86.801,43.117,31,1927,218.7309682795281
RGI60-13.45335,86.81,43.111,28,1927,310.32664794301354
RGI60-14.07524,76.8939,35.4284,5,1981,343.74532422613333
RGI60-14.12323,78.349378203,31.292291095,13,1986,439.16182144972674
RGI60-14.12365,78.521963702,31.378255834,9,1986,433.1014751097235
RGI60-14.15556,77.314103195,32.305413485,11,1989,1123.2698851774303
RGI60-14.15990,77.507513941,32.224215542,14,1990,371.96428848691613
RGI60-14.19543,75.537165453,34.15943632,9,1981,427.14813834292806
RGI60-15.02942,88.684351605,27.959920148,7,1919,183.7274722743636
RGI60-15.03507,86.556320409,27.715784606,5,1919,589.6117334981791
RGI60-15.03591,86.897669131,27.709259601,11,1955,-6.349590389876425
RGI60-15.03875,86.790688703,27.898420495,9,1919,164.99416012684514
RGI60-15.04119,85.644976738,28.262351016,6,1983,539.5052219424956
RGI60-15.04847,83.489979811,28.827027264,7,1927,-0.3710474972688189
RGI60-15.06557,79.675,30.718,7,1922,158.1595973509794
RGI60-15.06777,79.894082471,30.557780418,6,1922,1047.2985526909722
RGI60-15.07605,78.825119019,30.842954636,6,1922,83.84948073400602
RGI60-15.07886,101.916,29.584,5,1989,323.6641338199397
RGI60-15.09026,81.323,30.455,5,1924,91.2325187019623
RGI60-15.11693,96.975,29.387,12,1917,470.87459593419374
RGI60-15.11962,96.902,29.303,5,1917,1262.3027363067479
RGI60-16.00532,-68.1064,-16.3023,15,1919,651.1387338046088
RGI60-16.00543,-68.1439,-16.274,26,1921,-11.706284425796184
RGI60-16.01339,-78.1446,-0.489511,24,1924,155.37438947583962
RGI60-16.01355,-75.3715,4.80506,13,1921,1419.7443119866562
RGI60-16.01447,-68.1287,-16.3523,17,1919,951.4277670549006
RGI60-16.01638,37.314,-0.156806,22,1984,33.981111177203275
RGI60-16.01756,-76.7207,-10.4787,6,1917,148.0523041822421
RGI60-16.02086,-77.2709,-9.65293,24,1917,16.15814162928359
RGI60-16.02444,-77.6279,-8.96265,14,1917,58.983374473286176
RGI60-17.02128,-68.4093,-54.7862,17,1988,-2.585466491234115
RGI60-17.13715,-70.1338,-33.5804,42,1918,2.3354945707794172
RGI60-17.14203,-70.1481,-32.5933,24,1929,12.660686684547954
RGI60-17.14681,-69.6416,-29.9831,12,1917,7.343337755820812
RGI60-17.14682,-69.6442,-29.9757,12,1956,11.509495641516423
RGI60-17.14868,-70.0204,-29.3484,12,1965,3.659006004528237
RGI60-17.14871,-70.0247,-29.3346,6,1935,-12.445150468881138
RGI60-17.14872,-70.0275,-29.3323,6,1942,2.018531250906335
RGI60-17.14874,-70.0369,-29.3295,6,1935,-22.43566854164669
RGI60-17.14887,-70.0018,-29.3041,12,1995,8.03541826341825
RGI60-17.14889,-69.9909,-29.3005,12,1973,-3.164590367907806
RGI60-18.01130,169.437,-44.0715,14,2000,-145.89508328696735
RGI60-18.02910,171.526,-42.89,8,1972,-15.334713138466213
RGI60-18.03357,170.926,-43.1326,6,1918,65.48309521921738
